id,ver,o0,o1,o2,name
2031,2,5,10,15,"Добыча коксующегося угля подземным способом"
2032,2,5,10,16,"Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, подземным способом"
2033,2,5,10,2,"Обогащение угля"
2034,2,5,10,21,"Обогащение антрацита"
2035,2,5,10,22,"Обогащение коксующегося угля"
2036,2,5,10,23,"Обогащение угля, кроме антрацита, угля коксующегося и угля бурого"
2037,2,5,2,0,"Добыча и обогащение бурого угля (лигнита)"
2038,2,5,20,0,"Добыча и обогащение бурого угля (лигнита)"
2039,2,5,20,1,"Добыча бурого угля (лигнита)"
2040,2,5,20,11,"Добыча бурого угля (лигнита) открытым способом"
2041,2,5,20,12,"Добыча бурого угля (лигнита) подземным способом"
2042,2,5,20,2,"Обогащение бурого угля (лигнита)"
2043,2,6,0,0,"Добыча нефти и природного газа"
2044,2,6,1,0,"Добыча нефти и нефтяного (попутного) газа"
2045,2,6,10,0,"Добыча нефти и нефтяного (попутного) газа"
2046,2,6,10,1,"Добыча нефти"
2047,2,6,10,2,"Добыча горючих (битуминозных) сланцев, песка и озокерита"
2048,2,6,10,3,"Добыча нефтяного (попутного) газа"
2049,2,6,2,0,"Добыча природного газа и газового конденсата"
2050,2,6,20,0,"Добыча природного газа и газового конденсата"
2051,2,6,20,1,"Добыча природного газа"
2052,2,6,20,2,"Добыча газового конденсата"
2053,2,7,0,0,"Добыча металлических руд"
2054,2,7,1,0,"Добыча и обогащение железных руд"
2055,2,7,10,0,"Добыча и обогащение железных руд"
2056,2,7,10,1,"Добыча железных руд подземным способом"
2057,2,7,10,2,"Добыча железных руд открытым способом"
2058,2,7,10,3,"Обогащение и агломерация железных руд"
2059,2,7,2,0,"Добыча руд цветных металлов"
2060,2,7,21,0,"Добыча урановой и ториевой руд"
2061,2,7,21,1,"Добыча и первичное обогащение урановых руд"
2062,2,7,21,11,"Добыча урановых руд подземным способом, включая способы подземного и кучного выщелачивания"
2063,2,7,21,12,"Добыча урановых руд открытым способом, включая способ кучного выщелачивания"
2064,2,7,21,2,"Добыча и первичное обогащение ториевых руд"
2065,2,7,29,0,"Добыча руд прочих цветных металлов"
2066,2,7,29,1,"Добыча и обогащение медной руды"
2067,2,7,29,2,"Добыча и обогащение никелевой и кобальтовой руд"
2068,2,7,29,21,"Добыча и обогащение никелевой руды"
2069,2,7,29,22,"Добыча и обогащение кобальтовой руды"
2070,2,7,29,3,"Добыча и обогащение алюминийсодержащего сырья (бокситов и нефелин-апатитовых руд)"
2071,2,7,29,31,"Добыча алюминийсодержащего сырья подземным способом"
2072,2,7,29,32,"Добыча алюминийсодержащего сырья открытым способом"
2073,2,7,29,33,"Обогащение нефелин-апатитовых руд"
2074,2,7,29,4,"Добыча руд и песков драгоценных металлов и руд редких металлов"
2075,2,7,29,41,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)"
2076,2,7,29,42,"Добыча и обогащение руд редких металлов (циркония, тантала, ниобия и т. п.)"
2077,2,7,29,5,"Добыча и обогащение свинцово-цинковой руды"
2078,2,7,29,6,"Добыча и обогащение оловянной руды"
2079,2,7,29,7,"Добыча и обогащение титаномагниевого сырья"
2080,2,7,29,8,"Добыча и обогащение вольфраммолибденовой руды"
2081,2,7,29,9,"Добыча и обогащение руд прочих цветных металлов"
2082,2,7,29,91,"Добыча и обогащение сурьмяно-ртутных руд"
2083,2,7,29,92,"Добыча и обогащение марганцевых руд"
2084,2,7,29,93,"Добыча и обогащение хромовых (хромитовых) руд"
2085,2,7,29,99,"Добыча и обогащение руд прочих цветных металлов, не включенных в другие группировки"
2086,2,8,0,0,"Добыча прочих полезных ископаемых"
2087,2,8,1,0,"Добыча камня, песка и глины"
2088,2,8,11,0,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев"
2089,2,8,11,1,"Добыча и первичная обработка камня для памятников и строительства"
2090,2,8,11,2,"Добыча и первичная обработка известняка и гипсового камня"
2091,2,8,11,3,"Добыча мела и некальцинированного доломита"
2092,2,8,11,4,"Добыча и первичная обработка сланцев"
2093,2,8,12,0,"Разработка гравийных и песчаных карьеров, добыча глины и каолина"
2094,2,8,12,1,"Разработка гравийных и песчаных карьеров"
2095,2,8,12,2,"Добыча глины и каолина"
2096,2,8,9,0,"Добыча полезных ископаемых, не включенных в другие группировки"
2097,2,8,91,0,"Добыча минерального сырья для химической промышленности и производства минеральных удобрений"
2098,2,8,92,0,"Добыча и агломерация торфа"
2099,2,8,92,1,"Добыча торфа"
2100,2,8,92,2,"Агломерация торфа"
2101,2,8,93,0,"Добыча соли"
2102,2,8,99,0,"Добыча прочих полезных ископаемых, не включенных в другие группировки"
2103,2,8,99,1,"Добыча природного асфальта, асфальтитов и битумных пород"
2104,2,8,99,2,"Добыча абразивных материалов, асбеста, кремнеземистой каменной муки, природных графитов, мыльного камня (талька), полевого шпата и т. д."
2105,2,8,99,21,"Добыча природных абразивов, кроме алмазов"
2106,2,8,99,22,"Добыча вермикулита"
2107,2,8,99,23,"Добыча асбеста хризотилового"
2108,2,8,99,3,"Добыча драгоценных камней, кварца, слюды, мусковита и т. д."
2109,2,8,99,31,"Добыча драгоценных и полудрагоценных камней, кроме алмазов"
2110,2,8,99,32,"Добыча алмазов"
2111,2,8,99,33,"Добыча мусковита"
2112,2,8,99,34,"Добыча пьезокварца"
2113,2,8,99,35,"Добыча гранулированного кварца"
2114,2,8,99,36,"Добыча слюды"
2115,2,9,0,0,"Предоставление услуг в области добычи полезных ископаемых"
2116,2,9,1,0,"Предоставление услуг в области добычи нефти и природного газа"
2117,2,9,10,0,"Предоставление услуг в области добычи нефти и природного газа"
2118,2,9,10,1,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата"
2119,2,9,10,2,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек"
2120,2,9,10,3,"Предоставление услуг по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП)"
2121,2,9,10,4,"Сжижение и обогащение природного газа на месте добычи для последующей транспортировки"
2122,2,9,10,9,"Предоставление прочих услуг в области добычи нефти и природного газа"
2123,2,9,9,0,"Предоставление услуг в других областях добычи полезных ископаемых"
2124,2,9,90,0,"Предоставление услуг в других областях добычи полезных ископаемых"
2125,2,10,0,0,"Производство пищевых продуктов"
2126,2,10,1,0,"Переработка и консервирование мяса и мясной пищевой продукции"
2127,2,10,11,0,"Переработка и консервирование мяса"
2128,2,10,11,1,"Производство мяса в охлажденном виде"
2129,2,10,11,2,"Производство пищевых субпродуктов в охлажденном виде"
2130,2,10,11,3,"Производство мяса и пищевых субпродуктов в замороженном виде"
2131,2,10,11,4,"Производство щипаной шерсти, сырых шкур и кож крупного рогатого скота, животных семейств лошадиных и оленевых, овец и коз"
2132,2,10,11,5,"Производство животных жиров"
2133,2,10,11,6,"Производство субпродуктов, непригодных для употребления в пищу"
2134,2,10,12,0,"Производство и консервирование мяса птицы"
2135,2,10,12,1,"Производство мяса птицы в охлажденном виде"
2136,2,10,12,2,"Производство мяса птицы в замороженном виде"
2137,2,10,12,3,"Производство жиров домашней птицы"
2138,2,10,12,4,"Производство субпродуктов домашней птицы, пригодных для употребления в пищу"
2139,2,10,12,5,"Производство пера и пуха"
2140,2,10,13,0,"Производство продукции из мяса убойных животных и мяса птицы"
2141,2,10,13,1,"Производство соленого, вареного, запеченого, копченого, вяленого и прочего мяса"
2142,2,10,13,2,"Производство колбасных изделий"
2143,2,10,13,3,"Производство мясных (мясосодержащих) консервов"
2144,2,10,13,4,"Производство мясных (мясосодержащих) полуфабрикатов"
2145,2,10,13,5,"Производство кулинарных мясных (мясосодержащих) изделий"
2146,2,10,13,6,"Производство прочей пищевой продукции из мяса или мясных пищевых субпродуктов"
2147,2,10,13,7,"Производство муки и гранул из мяса и мясных субпродуктов, непригодных для употребления в пищу"
2148,2,10,13,9,"Предоставление услуг по тепловой обработке и прочим способам переработки мясных продуктов"
2149,2,10,2,0,"Переработка и консервирование рыбы, ракообразных и моллюсков"
2150,2,10,20,0,"Переработка и консервирование рыбы, ракообразных и моллюсков"
2151,2,10,20,1,"Переработка и консервирование рыбы"
2152,2,10,20,2,"Переработка и консервирование ракообразных и моллюсков"
2153,2,10,20,3,"Производство пищевой рыбной муки или муки для корма животных"
2154,2,10,20,4,"Производство муки грубого помола и растворимых компонентов из рыбы и прочих водных животных, непригодных для потребления человеком"
2155,2,10,20,5,"Деятельность по обработке морских водорослей, в том числе морской капусты"
2156,2,10,20,9,"Производство прочих продуктов из рыбы, ракообразных, моллюсков и прочих водных беспозвоночных, непригодных для употребления в пищу"
2157,2,10,3,0,"Переработка и консервирование фруктов и овощей"
2158,2,10,31,0,"Переработка и консервирование картофеля"
2159,2,10,32,0,"Производство соковой продукции из фруктов и овощей"
2160,2,10,39,0,"Прочие виды переработки и консервирования фруктов и овощей"
2161,2,10,39,1,"Переработка и консервирование овощей (кроме картофеля) и грибов"
2162,2,10,39,2,"Переработка и консервирование фруктов и орехов"
2163,2,10,39,9,"Предоставление услуг по тепловой обработке и прочим способам подготовки овощей и фруктов для консервирования"
2164,2,10,4,0,"Производство растительных и животных масел и жиров"
2165,2,10,41,0,"Производство масел и жиров"
2166,2,10,41,1,"Производство нерафинированных животных масел и жиров, их фракций"
2167,2,10,41,2,"Производство нерафинированных растительных масел и их фракций"
2168,2,10,41,21,"Производство нерафинированного соевого масла и его фракций"
2169,2,10,41,22,"Производство нерафинированного арахисового масла и его фракций"
2170,2,10,41,23,"Производство нерафинированного оливкового масла и его фракций"
2171,2,10,41,24,"Производство нерафинированного подсолнечного масла и его фракций"
2172,2,10,41,25,"Производство нерафинированного хлопкового масла и его фракций"
2173,2,10,41,26,"Производство нерафинированного рапсового сурепного и горчичного масла и их фракций"
2174,2,10,41,27,"Производство нерафинированного пальмового масла и его фракций"
2175,2,10,41,28,"Производство нерафинированного кокосового масла и его фракций"
2176,2,10,41,29,"Производство прочих нерафинированных растительных масел и их фракций"
2177,2,10,41,3,"Производство хлопкового линта"
2178,2,10,41,4,"Производство жмыха и муки тонкого и грубого помола из семян или плодов масличных культур"
2179,2,10,41,5,"Производство рафинированных растительных масел и их фракций"
2180,2,10,41,51,"Производство рафинированного соевого масла и его фракций"
2181,2,10,41,52,"Производство рафинированного арахисового масла и его фракций"
2182,2,10,41,53,"Производство рафинированного оливкового масла и его фракций"
2183,2,10,41,54,"Производство рафинированного подсолнечного масла и его фракций"
2184,2,10,41,55,"Производство рафинированного хлопкового масла и его фракций"
2185,2,10,41,56,"Производство рафинированного рапсового, сурепного, горчичного масел и их фракций"
2186,2,10,41,57,"Производство рафинированного пальмового масла и его фракций"
2187,2,10,41,58,"Производство рафинированного кокосового масла и его фракций"
2188,2,10,41,59,"Производство прочих рафинированных растительных масел и их фракций"
2189,2,10,41,6,"Производство гидрогенизированных и переэтерифицированных животных и растительных жиров и масел и их фракций"
2190,2,10,41,7,"Производство растительных восков и дегры"
2191,2,10,42,0,"Производство маргариновой продукции"
2192,2,10,5,0,"Производство молочной продукции"
2193,2,10,51,0,"Производство молока (кроме сырого) и молочной продукции"
2194,2,10,51,1,"Производство питьевого молока и питьевых сливок"
2195,2,10,51,2,"Производство сливочного масла, топленого масла, масляной пасты, молочного жира, спредов и топленых сливочно-растительных смесей"
2196,2,10,51,3,"Производство сыра и сырных продуктов"
2197,2,10,51,4,"Производство молока и сливок в твердой форме"
2198,2,10,51,9,"Производство прочей молочной продукции"
2199,2,10,52,0,"Производство мороженого"
2200,2,10,6,0,"Производство продуктов мукомольной и крупяной промышленности, крахмала и крахмалосодержащих продуктов"
2201,2,10,61,0,"Производство продуктов мукомольной и крупяной промышленности"
2202,2,10,61,1,"Производство обработанного риса"
2203,2,10,61,2,"Производство муки из зерновых культур"
2204,2,10,61,3,"Производство крупы и гранул из зерновых культур"
2205,2,10,61,4,"Производство мучных смесей и приготовление мучных смесей или теста для хлеба, тортов, бисквитов и блинов"
2206,2,10,62,0,"Производство крахмала и крахмалосодержащих продуктов"
2207,2,10,62,1,"Производство крахмала"
2208,2,10,62,2,"Производство нерафинированного кукурузного масла и его фракций"
2209,2,10,62,3,"Производство рафинированного кукурузного масла и его фракций"
2210,2,10,62,9,"Производство прочих крахмалосодержащих продуктов"
2211,2,10,7,0,"Производство хлебобулочных и мучных кондитерских изделий"
2212,2,10,71,0,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения"
2213,2,10,71,1,"Производство хлеба и хлебобулочных изделий недлительного хранения"
2214,2,10,71,2,"Производство мучных кондитерских изделий, тортов и пирожных недлительного хранения"
2215,2,10,71,3,"Производство охлажденных хлебобулочных полуфабрикатов"
2216,2,10,72,0,"Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения"
2217,2,10,72,1,"Производство хрустящих хлебцев, сухарей и прочих сухарных хлебобулочных изделий"
2218,2,10,72,2,"Производство тортов и пирожных длительного хранения"
2219,2,10,72,3,"Производство прочих мучных кондитерских изделий длительного хранения"
2220,2,10,72,31,"Производство печенья"
2221,2,10,72,32,"Производство пряников и коврижек"
2222,2,10,72,33,"Производство вафель"
2223,2,10,72,34,"Производство галет и крекеров"
2224,2,10,72,35,"Производство кексов, рулетов и аналогичных изделий длительного хранения"
2225,2,10,72,39,"Производство восточных сладостей и прочих мучных кондитерских изделий"
2226,2,10,72,4,"Производство замороженных хлебобулочных полуфабрикатов"
2227,2,10,73,0,"Производство макаронных изделий кускуса и аналогичных мучных изделий"
2228,2,10,73,1,"Производство макаронных изделий"
2229,2,10,73,2,"Производство кускуса"
2230,2,10,73,3,"Производство консервированных или замороженных макаронных изделий"
2231,2,10,8,0,"Производство прочих пищевых продуктов"
2232,2,10,81,0,"Производство сахара"
2233,2,10,81,1,"Производство сахара из сахарной свеклы и тростникового сырца"
2234,2,10,81,11,"Производство сахара из сахарной свеклы"
2235,2,10,81,12,"Производство сахара из тростникового сырца"
2236,2,10,81,2,"Производство сахарного сиропа"
2237,2,10,81,3,"Производство мелассы"
2238,2,10,82,0,"Производство какао, шоколада и сахаристых кондитерских изделий"
2239,2,10,82,1,"Производство какао, масла какао, жира какао, растительного масла какао, порошка какао"
2240,2,10,82,2,"Производство шоколада и сахаристых кондитерских изделий"
2241,2,10,82,3,"Производство кондитерских изделий из сахара"
2242,2,10,82,4,"Производство жевательной резинки"
2243,2,10,82,5,"Производство засахаренных фруктов, орехов, цукатов из кожуры и прочих частей растений"
2244,2,10,82,6,"Производство кондитерских леденцов и пастилок"
2245,2,10,83,0,"Производство чая и кофе"
2246,2,10,84,0,"Производство приправ и пряностей"
2247,2,10,85,0,"Производство готовых пищевых продуктов и блюд"
2248,2,10,86,0,"Производство детского питания и диетических пищевых продуктов"
2249,2,10,86,1,"Производство молока и молочных продуктов для детского питания"
2250,2,10,86,11,"Производство молока и молочных продуктов для детей раннего возраста"
2251,2,10,86,12,"Производство молока и молочных продуктов для детей дошкольного и школьного возраста"
2252,2,10,86,2,"Производство соковой продукции из фруктов и овощей для детского питания"
2253,2,10,86,3,"Производство мясной продукции для детского питания, в том числе из мяса птицы"
2254,2,10,86,4,"Производство продуктов на злаковой основе для детского питания"
2255,2,10,86,5,"Производство продуктов детского питания профилактического и лечебного назначения"
2256,2,10,86,6,"Производство специализированной пищевой продукции, в том числе диетических пищевых продуктов"
2257,2,10,86,61,"Производство пищевой продукции диетического и диабетического питания"
2258,2,10,86,62,"Производство пищевой продукции для питания спортсменов"
2259,2,10,86,63,"Производство пищевой продукции для питания беременных и кормящих женщин"
2260,2,10,86,64,"Производство пищевой продукции энтерального питания"
2261,2,10,86,69,"Производство прочих диетических пищевых продуктов"
2262,2,10,86,7,"Производство воды питьевой, напитков безалкогольных для детского питания"
2263,2,10,86,8,"Производство рыбной продукции для детского питания"
2264,2,10,86,9,"Производство хлебобулочных и кондитерских изделий для детского питания"
2265,2,10,89,0,"Производство прочих пищевых продуктов, не включенных в другие группировки"
2266,2,10,89,1,"Производство супов и бульонов"
2267,2,10,89,2,"Производство скоропортящихся продуктов, таких как: сэндвичи и свежая пицца (полуфабрикат)"
2268,2,10,89,3,"Производство растительных соков и экстрактов, пептических веществ, растительных клеев и загустителей"
2269,2,10,89,4,"Производство пищевых ферментов"
2270,2,10,89,5,"Производство искусственного меда и карамели"
2271,2,10,89,6,"Переработка меда (темперирование, фильтрация, декристаллизация и смешивание меда)"
2272,2,10,89,7,"Производство рационов питания и пайков"
2273,2,10,89,8,"Производство биологически активных добавок к пище"
2274,2,10,89,9,"Производство прочих продуктов питания, не включенных в другие группировки"
2275,2,10,9,0,"Производство готовых кормов для животных"
2276,2,10,91,0,"Производство готовых кормов для животных, содержащихся на фермах"
2277,2,10,91,1,"Производство готовых кормов (смешанных и несмешанных), кроме муки и гранул из люцерны, для животных, содержащихся на фермах"
2278,2,10,91,2,"Производство муки грубого помола и гранул из люцерны"
2279,2,10,91,3,"Производство кормового микробиологического белка, премиксов, кормовых витаминов, антибиотиков, аминокислот и ферментов"
2280,2,10,92,0,"Производство готовых кормов для непродуктивных животных"
2281,2,11,0,0,"Производство напитков"
2282,2,11,1,0,"Перегонка, очистка и смешивание спиртов"
2283,2,11,1,1,"Производство дистиллированных питьевых алкогольных напитков: водки, виски, бренди, джина, ликеров и т. п."
2284,2,11,1,2,"Производство напитков, смешанных с дистиллированными алкогольными напитками"
2285,2,11,1,3,"Смешивание дистиллированных спиртов"
2286,2,11,1,4,"Производство пищевого спирта"
2287,2,11,2,0,"Производство вина из винограда"
2288,2,11,3,0,"Производство сидра и прочих плодовых вин"
2289,2,11,4,0,"Производство прочих недистиллированных напитков из сброженных материалов"
2290,2,11,5,0,"Производство пива"
2291,2,11,6,0,"Производство солода"
2292,2,11,7,0,"Производство безалкогольных напитков производство упакованных питьевых вод, включая минеральные воды."
2293,2,11,7,1,"Производство упакованных питьевых вод, включая минеральные воды"
2294,2,11,7,11,"Производство упакованных природных минеральных вод"
2295,2,11,7,12,"Производство упакованных природных питьевых вод"
2296,2,11,7,13,"Производство упакованных обработанных питьевых вод"
2297,2,11,7,14,"Производство упакованных купажированных питьевых вод"
2298,2,11,7,15,"Производство упакованных искусственно минерализованных питьевых вод"
2299,2,11,7,2,"Производство безалкогольных напитков ароматизированных и/или с добавлением сахара, кроме минеральных вод"
2300,2,12,0,0,"Производство табачных изделий"
2301,2,12,0,1,"Производство изделий из табака и махорки: сигарет, папирос, сигар, сигарилл, курительного тонкорезаного табака, трубочного табака, жевательного табака, сосательного табака, нюхательного табака, табака для кальяна, курительной и нюхательной махорки"
2302,2,12,0,2,"Производство гомогенизированного или восстановленного табака"
2303,2,12,0,3,"Стрипсование (удаление главной жилки) и редраинг-обработка табака"
2304,2,13,0,0,"Производство текстильных изделий"
2305,2,13,1,0,"Подготовка и прядение текстильных волокон"
2306,2,13,10,0,"Подготовка и прядение текстильных волокон"
2307,2,13,10,1,"Прядение хлопчатобумажных волокон"
2308,2,13,10,2,"Прядение кардное шерстяных волокон"
2309,2,13,10,3,"Прядение гребенное шерстяных волокон"
2310,2,13,10,4,"Прядение льняных волокон"
2311,2,13,10,5,"Изготовление натуральных шелковых, искусственных и синтетических волокон"
2312,2,13,10,6,"Производство швейных ниток"
2313,2,13,10,9,"Подготовка и прядение прочих текстильных волокон"
2314,2,13,2,0,"Производство текстильных тканей"
2315,2,13,20,0,"Производство текстильных тканей"
2316,2,13,20,1,"Производство тканей (без специальных тканей) из натуральных волокон, кроме хлопка"
2317,2,13,20,11,"Производство шелковых тканей"
2318,2,13,20,12,"Производство шерстяных тканей"
2319,2,13,20,13,"Производство льняных тканей"
2320,2,13,20,14,"Производство тканей из джутовых и прочих лубяных текстильных волокон"
2321,2,13,20,19,"Производство ткани из прочих растительных текстильных волокон ткани из бумажной пряжи"
2322,2,13,20,2,"Производство хлопчатобумажных тканей"
2323,2,13,20,3,"Производство тканей, за исключением специальных тканей, из химических комплексных нитей и штапельных волокон"
2324,2,13,20,4,"Производство ворсовых, махровых полотенечных тканей и прочих специальных тканей"
2325,2,13,20,41,"Производство ворсовых тканей и ткани из синели"
2326,2,13,20,42,"Производство хлопчатобумажных махровых полотенечных тканей"
2327,2,13,20,43,"Производство прочих махровых полотенечных и аналогичных махровых тканей"
2328,2,13,20,44,"Производство марли"
2329,2,13,20,45,"Производство ворсовых тканей"
2330,2,13,20,46,"Производство тканей из стекловолокна"
2331,2,13,20,5,"Производство искусственного меха ткацким способом"
2332,2,13,20,6,"Производство арамидных нитей и волокна"
2333,2,13,3,0,"Отделка тканей и текстильных изделий"
2334,2,13,30,0,"Отделка тканей и текстильных изделий"
2335,2,13,30,1,"Отбеливание и окрашивание текстиля, волокон, тканей и текстильных изделий, включая готовую одежду"
2336,2,13,30,2,"Аппретирование, сушка, обработка паром, декатировка, противоусадочная отделка, смягчение тканей и текстильных изделий, включая готовую одежду"
2337,2,13,30,3,"Плиссировка и подобные работы на текстильных материалах"
2338,2,13,30,4,"Нанесение водозащитного слоя, специальных покрытий, прорезинивание, пропитка приобретенной одежды"
2339,2,13,30,5,"Нанесение рисунка на текстильные изделия и готовую одежду"
2340,2,13,9,0,"Производство прочих текстильных изделий"
2341,2,13,91,0,"Производство трикотажного и вязаного полотна"
2342,2,13,91,1,"Производство и обработка трикотажного или вязаного полотна"
2343,2,13,91,2,"Производство искусственного меха методом вязания"
2344,2,13,92,0,"Производство готовых текстильных изделий, кроме одежды"
2345,2,13,92,1,"Производство готовых текстильных изделий, кроме одежды"
2346,2,13,92,2,"Пошив готовых текстильных изделий по индивидуальному заказу населения, кроме одежды"
2347,2,13,93,0,"Производство ковров и ковровых изделий"
2348,2,13,94,0,"Производство канатов, веревок, шпагата и сетей"
2349,2,13,94,1,"Производство шпагата, канатов, веревок и тросов из текстильных волокон и лент, с пропиткой и без пропитки, с покрытием, защищенных или не защищенных оболочкой из резины или пластмассы"
2350,2,13,94,2,"Производство изделий из веревки и сетного полотна: рыболовных сетей, предохранительных сеток на судах, защитных средств, используемых при погрузочно-разгрузочных работах, стропов, веревок или тросов с металлическими кольцами"
2351,2,13,95,0,"Производство нетканых текстильных материалов и изделий из них, кроме одежды"
2352,2,13,96,0,"Производство прочих технических и промышленных текстильных изделий"
2353,2,13,96,1,"Производство металлизированной пряжи или металлизированной позументной тесьмы"
2354,2,13,96,2,"Производство ткани из металлической нити и ткани из металлизированной пряжи"
2355,2,13,96,3,"Производство резиновых нитей и шнуров с текстильным покрытием производство текстильных нитей и лент, пропитанных или с пластмассовым или резиновым покрытием"
2356,2,13,96,4,"Производство текстильных материалов, пропитанных или с покрытием"
2357,2,13,96,5,"Производство кордных тканей"
2358,2,13,96,6,"Производство текстильных материалов и изделий технического назначения (включая фитили, калильные сетки газовых фонарей, текстильные шланги, конвейерные ленты и приводные ремни, ситовые ткани и фильтровальные ткани)"
2359,2,13,96,7,"Производство узких текстильных тканей, в том числе состоящих из основы безуточного переплетения и соединяемых клеящим веществом"
2360,2,13,99,0,"Производство прочих текстильных изделий, не включенных в другие группировки"
2361,2,13,99,1,"Производство кружевного сетчатого и гардинно-тюлевого полотна, а также кружев и вышитых изделий, в кусках, в форме полос или отдельных вышивок"
2362,2,13,99,2,"Производство фетра и войлока"
2363,2,13,99,3,"Производство ваты из текстильных материалов"
2364,2,13,99,4,"Изготовление прочих текстильных изделий по индивидуальному заказу населения, не включенных в другие группировки"
2365,2,13,99,9,"Производство текстильных изделий различного назначения, не включенных в другие группировки"
2366,2,14,0,0,"Производство одежды"
2367,2,14,1,0,"Производство одежды, кроме одежды из меха"
2368,2,14,11,0,"Производство одежды из кожи"
2369,2,14,11,1,"Производство одежды из кожи, кроме изготовленных по индивидуальному заказу"
2370,2,14,11,2,"Пошив одежды из кожи по индивидуальному заказу населения"
2371,2,14,12,0,"Производство спецодежды"
2372,2,14,12,1,"Производство спецодежды, кроме изготовленных по индивидуальному заказу"
2373,2,14,12,2,"Пошив производственной одежды по индивидуальному заказу населения"
2374,2,14,13,0,"Производство прочей верхней одежды"
2375,2,14,13,1,"Производство верхней трикотажной или вязаной одежды"
2376,2,14,13,11,"Производство верхней трикотажной или вязаной одежды для мужчин или мальчиков"
2377,2,14,13,12,"Производство верхней трикотажной или вязаной одежды для женщин или девочек"
2378,2,14,13,2,"Производство верхней одежды из текстильных материалов, кроме трикотажных или вязаных"
2379,2,14,13,21,"Производство верхней одежды из текстильных материалов, кроме трикотажных или вязаных, для мужчин или мальчиков"
2380,2,14,13,22,"Производство верхней одежды из текстильных материалов, кроме трикотажных или вязаных, для женщин или девочек"
2381,2,14,13,3,"Пошив и вязание прочей верхней одежды по индивидуальному заказу населения"
2382,2,14,14,0,"Производство нательного белья"
2383,2,14,14,1,"Производство трикотажного и вязаного нательного белья"
2384,2,14,14,11,"Производство трикотажных или вязаных рубашек для мужчин или для мальчиков"
2385,2,14,14,12,"Производство маек и прочего трикотажного или вязаного нательного белья для мужчин или мальчиков"
2386,2,14,14,13,"Производство трикотажных или вязаных блузок, рубашек и батников для женщин или для девочек"
2387,2,14,14,14,"Производство маек и прочего трикотажного или вязаного нательного белья для женщин или для девочек"
