id,ver,o0,o1,o2,name
1,1,0,0,0,"Сельское хозяйство,  охота и предоставление услуг в этих областях"
2,1,1,1,0,Растениеводство
3,1,1,11,0,"Выращивание зерновых, технических и прочих сельскохозяйственных культур, не включенных в другие группировки"
4,1,1,11,1,"Выращивание зерновых и зернобобовых культур"
5,1,1,11,2,"Выращивание картофеля, столовых корнеплодных и клубнеплодных культур с высоким содержанием крахмала или инулина"
6,1,1,11,3,"Выращивание масличных культур"
7,1,1,11,4,"Выращивание табака и махорки"
8,1,1,11,5,"Выращивание сахарной свеклы"
9,1,1,11,6,"Выращивание кормовых культур; заготовка растительных кормов"
10,1,1,11,7,"Выращивание прядильных культур"
11,1,1,11,8,"Выращивание прочих сельскохозяйственных культур, не включенных в другие группировки"
12,1,1,12,0,"Овощеводство; декоративное садоводство и производство продукции питомников"
13,1,1,12,1,Овощеводство
14,1,1,12,2,"Декоративное садоводство и производство продукции питомников"
15,1,1,12,3,"Выращивание грибов, сбор лесных грибов и трюфелей"
16,1,1,12,31,"Выращивание грибов и грибницы (мицелия)"
17,1,1,12,32,"Сбор лесных грибов и трюфелей"
18,1,1,13,0,"Выращивание фруктов, орехов, культур для производства напитков и пряностей"
19,1,1,13,1,"Выращивание винограда"
20,1,1,13,2,"Выращивание прочих фруктов и орехов"
21,1,1,13,21,"Выращивание плодовых и ягодных культур"
22,1,1,13,22,"Выращивание орехов"
23,1,1,13,23,"Выращивание посадочного материала плодовых насаждений"
24,1,1,13,24,"Сбор дикорастущих плодов, ягод и орехов"
25,1,1,13,3,"Выращивание культур для производства напитков"
26,1,1,13,4,"Выращивание культур для производства пряностей"
27,1,1,2,0,Животноводство
28,1,1,21,0,"Разведение крупного рогатого скота"
29,1,1,22,0,"Разведение овец, коз, лошадей, ослов, мулов и лошаков"
30,1,1,22,1,"Разведение овец и коз"
31,1,1,22,2,"Разведение лошадей, ослов, мулов и лошаков"
32,1,1,23,0,"Разведение свиней"
33,1,1,24,0,"Разведение сельскохозяйственной птицы"
34,1,1,25,0,"Разведение прочих животных"
35,1,1,25,1,"Разведение пчел"
36,1,1,25,2,"Разведение кроликов и пушных зверей в условиях фермы"
37,1,1,25,3,"Разведение шелкопряда"
38,1,1,25,4,"Разведение оленей"
39,1,1,25,5,"Разведение верблюдов"
40,1,1,25,6,"Разведение домашних животных"
41,1,1,25,7,"Разведение лабораторных животных"
42,1,1,25,8,"Разведение водных пресмыкающихся и лягушек в водоемах, разведение дождевых (калифорнийских) червей"
43,1,1,25,81,"Разведение водных пресмыкающихся и лягушек в водоемах"
44,1,1,25,82,"Разведение дождевых (калифорнийских) червей"
45,1,1,25,9,"Разведение прочих животных, не включенных в другие группировки"
46,1,1,3,0,"Растениеводство в сочетании с животноводством (смешанное сельское хозяйство)"
47,1,1,30,0,"Растениеводство в сочетании с животноводством (смешанное сельское хозяйство)"
48,1,1,4,0,"Предоставление услуг в области растениеводства и животноводства, кроме ветеринарных услуг"
49,1,1,41,0,"Предоставление услуг в области растениеводства"
50,1,1,41,1,"Предоставление услуг, связанных с производством сельскохозяйственных культур"
51,1,1,41,2,"Предоставление услуг по закладке, обработке и содержанию садов, парков и других зеленых насаждений"
52,1,1,41,3,"Предоставление услуг по эксплуатации мелиоративных систем"
53,1,1,42,0,"Предоставление услуг в области животноводства, кроме ветеринарных услуг"
54,1,1,5,0,"Охота и разведение диких животных, включая предоставление услуг в этих областях"
55,1,1,50,0,"Охота и разведение диких животных, включая предоставление услуг в этих областях"
56,1,2,0,0,"Лесное хозяйство и предоставление услуг в этой области"
57,1,2,1,0,"Лесоводство и лесозаготовки"
58,1,2,1,1,Лесозаготовки
59,1,2,1,2,"Сбор дикорастущих и недревесных лесопродуктов"
60,1,2,1,5,Лесоводство
61,1,2,1,6,"Деятельность лесопитомников"
62,1,2,1,61,"Выращивание сеянцев, деревьев и кустарников"
63,1,2,1,69,"Выращивание прочей продукции питомников"
64,1,2,2,0,"Предоставление услуг в области лесоводства и лесозаготовок"
65,1,2,2,1,"Предоставление услуг в области лесоводства"
66,1,2,2,2,"Предоставление услуг в области лесозаготовок"
67,1,5,0,0,"Рыболовство, рыбоводство и предоставление услуг в этих областях"
68,1,5,1,0,Рыболовство
69,1,5,1,1,"Рыболовство в открытых районах Мирового океана и внутренних морских водах"
70,1,5,1,11,"Вылов рыбы и водных биоресурсов в открытых районах Мирового океана и внутренних морских водах сельскохозяйственными товаропроизводителями"
71,1,5,1,12,"Вылов рыбы и водных биоресурсов в открытых районах Мирового океана и внутренних морских водах несельскохозяйственными товаропроизводителями"
72,1,5,1,2,"Рыболовство в реках, озерах, водохранилищах и прудах"
73,1,5,1,21,"Вылов рыбы и водных биоресурсов в реках, озерах, водохранилищах и прудах сельскохозяйственными товаропроизводителями"
74,1,5,1,22,"Вылов рыбы и водных биоресурсов в реках, озерах, водохранилищах и прудах несельскохозяйственными товаропроизводителями"
75,1,5,1,3,"Предоставление услуг в области рыболовства"
76,1,5,2,0,Рыбоводство
77,1,5,2,1,"Воспроизводство рыбы и водных биоресурсов"
78,1,5,2,11,"Воспроизводство рыбы и водных биоресурсов сельскохозяйственными товаропроизводителями"
79,1,5,2,12,"Воспроизводство рыбы и водных биоресурсов несельскохозяйственными товаропроизводителями"
80,1,5,2,2,"Предоставление услуг, связанных с воспроизводством рыбы и водных биоресурсов"
81,1,10,0,0,"Добыча каменного угля, бурого угля и торфа"
82,1,10,1,0,"Добыча, обогащение и агломерация каменного угля"
83,1,10,10,0,"Добыча, обогащение и агломерация каменного угля"
84,1,10,10,1,"Добыча каменного угля"
85,1,10,10,11,"Добыча каменного угля открытым способом"
86,1,10,10,12,"Добыча каменного угля подземным способом"
87,1,10,10,2,"Обогащение и агломерация каменного угля"
88,1,10,10,21,"Обогащение каменного угля"
89,1,10,10,22,"Агломерация каменного угля"
90,1,10,2,0,"Добыча, обогащение и агломерация бурого угля"
91,1,10,20,0,"Добыча, обогащение и агломерация бурого угля"
92,1,10,20,1,"Добыча бурого угля (лигнита)"
93,1,10,20,11,"Добыча бурого угля открытым способом"
94,1,10,20,12,"Добыча бурого угля подземным способом"
95,1,10,20,2,"Обогащение и агломерация бурого угля"
96,1,10,20,21,"Обогащение бурого угля"
97,1,10,20,22,"Агломерация бурого угля"
98,1,10,3,0,"Добыча и агломерация торфа"
99,1,10,30,0,"Добыча и агломерация торфа"
100,1,10,30,1,"Добыча торфа"
101,1,10,30,2,"Агломерация торфа"
102,1,11,0,0,"Добыча сырой нефти  и  природного  газа;  предоставление услуг в этих областях"
103,1,11,1,0,"Добыча сырой нефти и природного газа"
104,1,11,10,0,"Добыча сырой нефти и природного газа"
105,1,11,10,1,"Добыча сырой нефти и нефтяного (попутного) газа; извлечение фракций из нефтяного (попутного) газа"
106,1,11,10,11,"Добыча сырой нефти и нефтяного (попутного) газа"
107,1,11,10,12,"Разделение и извлечение фракций из нефтяного (попутного) газа"
108,1,11,10,13,"Добыча горючих (битуминозных) сланцев, битуминозного песка и озокерита"
109,1,11,10,2,"Добыча природного газа и газового конденсата"
110,1,11,10,3,"Сжижение и регазификация природного газа для транспортирования"
111,1,11,2,0,"Предоставление услуг по добыче нефти и газа"
112,1,11,20,0,"Предоставление услуг по добыче нефти и газа"
113,1,11,20,1,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата"
114,1,11,20,2,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек"
115,1,11,20,3,"Предоставление услуг по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП)"
116,1,11,20,4,"Предоставление прочих услуг, связанных с добычей нефти и газа"
117,1,12,0,0,"Добыча урановой и ториевой руд"
118,1,12,0,1,"Добыча и обогащение (сортировка) урановых руд"
119,1,12,0,11,"Добыча урановых руд подземным способом, включая способы подземного и кучного выщелачивания"
120,1,12,0,12,"Добыча урановых руд открытым способом, включая способ кучного выщелачивания"
121,1,12,0,2,"Добыча и обогащение ториевых руд"
122,1,13,0,0,"Добыча металлических руд"
123,1,13,1,0,"Добыча железных руд"
124,1,13,10,0,"Добыча железных руд"
125,1,13,10,1,"Добыча железных руд подземным способом"
126,1,13,10,2,"Добыча железных руд открытым способом"
127,1,13,2,0,"Добыча руд цветных металлов, кроме урановой и ториевой руд"
128,1,13,20,0,"Добыча руд цветных металлов, кроме урановой и ториевой руд"
129,1,13,20,1,"Добыча и обогащение медной руды"
130,1,13,20,2,"Добыча и обогащение никелевой и кобальтовой руд"
131,1,13,20,3,"Добыча и обогащение алюминийсодержащего сырья (бокситов и нефелин- апатитовых руд)"
132,1,13,20,31,"Добыча алюминийсодержащего сырья подземным способом"
133,1,13,20,32,"Добыча алюминийсодержащего сырья открытым способом"
134,1,13,20,33,"Обогащение нефелин-апатитовых руд"
135,1,13,20,4,"Добыча руд и песков драгоценных металлов и руд редких металлов"
136,1,13,20,41,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)"
137,1,13,20,42,"Добыча и обогащение руд редких металлов (циркония, тантала, ниобия и др.)"
138,1,13,20,5,"Добыча и обогащение свинцово-цинковой руды"
139,1,13,20,6,"Добыча и обогащение оловянной руды"
140,1,13,20,7,"Добыча и обогащение титаномагниевого сырья"
141,1,13,20,8,"Добыча и обогащение вольфраммолибденовой руды"
142,1,13,20,9,"Добыча и обогащение сурьмяно-ртутных руд и руд прочих цветных металлов"
143,1,14,0,0,"Добыча прочих полезных ископаемых"
144,1,14,1,0,"Разработка каменных карьеров"
145,1,14,11,0,"Добыча камня для строительства"
146,1,14,12,0,"Добыча известняка, гипсового камня и мела"
147,1,14,13,0,"Добыча сланцев"
148,1,14,2,0,"Добыча гравия, песка и глины"
149,1,14,21,0,"Разработка гравийных и песчаных карьеров"
150,1,14,22,0,"Добыча глины и каолина"
151,1,14,3,0,"Добыча минерального сырья для химических производств и производства удобрений"
152,1,14,30,0,"Добыча минерального сырья для химических производств и производства удобрений"
153,1,14,4,0,"Добыча и производство соли"
154,1,14,40,0,"Добыча и производство соли"
155,1,14,5,0,"Добыча прочих полезных ископаемых, не включенных в другие группировки"
156,1,14,50,0,"Добыча прочих полезных ископаемых, не включенных в другие группировки"
157,1,14,50,1,"Добыча природного асфальтита и природного битума"
158,1,14,50,2,"Добыча драгоценных и полудрагоценных камней; добыча природных абразивов, пемзы, асбеста, слюды, кварца и прочих неметаллических минералов, не включенных в другие группировки"
159,1,14,50,21,"Добыча драгоценных и полудрагоценных камней, кроме алмазов, самоцветов и янтаря"
160,1,14,50,22,"Добыча алмазов"
161,1,14,50,23,"Добыча природных абразивов, кроме алмазов, пемзы, наждака"
162,1,14,50,24,"Добыча вермикулита"
163,1,14,50,25,"Добыча мусковита"
164,1,14,50,26,"Добыча асбеста"
165,1,14,50,27,"Добыча пьезокварца"
166,1,14,50,28,"Добыча гранулированного кварца"
167,1,14,50,29,"Добыча и обогащение горных пород, содержащих графит и прочие полезные ископаемые, не включенные в другие группировки"
168,1,15,0,0,"Производство пищевых продуктов, включая напитки"
169,1,15,1,0,"Производство мяса и мясопродуктов"
170,1,15,11,0,"Производство мяса"
171,1,15,11,1,"Производство мяса и пищевых субпродуктов крупного рогатого скота, свиней, овец, коз, животных семейства лошадиных"
172,1,15,11,2,"Производство щипаной шерсти, сырых шкур и кож крупного рогатого скота, животных семейства лошадиных, овец, коз и свиней"
173,1,15,11,3,"Производство пищевых животных жиров"
174,1,15,11,4,"Производство непищевых субпродуктов"
175,1,15,12,0,"Производство мяса сельскохозяйственной птицы и кроликов"
176,1,15,12,1,"Производство мяса и пищевых субпродуктов сельскохозяйственной птицы и кроликов"
177,1,15,12,2,"Производство пера и пуха"
178,1,15,13,0,"Производство продуктов из мяса и мяса птицы"
179,1,15,13,1,"Производство готовых и консервированных продуктов из мяса, мяса птицы, мясных субпродуктов и крови животных"
180,1,15,13,9,"Предоставление услуг по тепловой обработке и прочим способам переработки мясных продуктов"
181,1,15,2,0,"Переработка и консервирование рыбо- и морепродуктов"
182,1,15,20,0,"Переработка и консервирование рыбо- и морепродуктов"
183,1,15,3,0,"Переработка и консервирование картофеля, фруктов и овощей"
184,1,15,31,0,"Переработка и консервирование картофеля"
185,1,15,32,0,"Производство фруктовых и овощных соков"
186,1,15,33,0,"Переработка и консервирование фруктов и овощей, не включенных в другие группировки"
187,1,15,33,1,"Переработка и консервирование овощей"
188,1,15,33,2,"Переработка и консервирование фруктов и орехов"
189,1,15,33,9,"Предоставление услуг по тепловой обработке и прочим способам подготовки овощей и фруктов для консервирования"
190,1,15,4,0,"Производство растительных и животных масел и жиров"
191,1,15,41,0,"Производство неочищенных масел и жиров"
192,1,15,41,1,"Производство технических животных жиров, рыбьего жира и жиров морских млекопитающих"
193,1,15,41,2,"Производство неочищенных растительных масел"
194,1,15,42,0,"Производство рафинированных масел и жиров"
195,1,15,42,1,"Производство растительных рафинированных масел и жиров"
196,1,15,42,2,"Производство растительного воска, кроме триглицеридов"
197,1,15,43,0,"Производство маргариновой продукции"
198,1,15,43,1,"Производство маргарина"
199,1,15,43,2,"Производство комбинированных жиров"
200,1,15,5,0,"Производство молочных продуктов"
201,1,15,51,0,"Переработка молока и производство сыра"
202,1,15,51,1,"Производство цельномолочной продукции"
203,1,15,51,11,"Производство обработанного жидкого молока"
204,1,15,51,12,"Производство сметаны и жидких сливок"
205,1,15,51,13,"Производство кисло-молочной продукции"
206,1,15,51,14,"Производство творога и сырково-творожных изделий"
207,1,15,51,2,"Производство молока, сливок и других молочных продуктов в твердых формах"
208,1,15,51,3,"Производство коровьего масла"
209,1,15,51,4,"Производство сыра"
210,1,15,51,5,"Производство сгущенных молочных продуктов и молочных продуктов, не включенных в другие группировки"
211,1,15,52,0,"Производство мороженого"
212,1,15,6,0,"Производство продуктов мукомольно-крупяной промышленности, крахмалов и крахмалопродуктов"
213,1,15,61,0,"Производство продуктов мукомольно-крупяной промышленности"
214,1,15,61,1,"Производство обработанного риса"
215,1,15,61,2,"Производство муки из зерновых и растительных культур и готовых мучных смесей и теста для выпечки"
216,1,15,61,3,"Производство крупы, муки грубого помола, гранул и прочих продуктов из зерновых культур"
217,1,15,62,0,"Производство кукурузного масла, крахмала и крахмалопродуктов"
218,1,15,62,1,"Производство кукурузного масла"
219,1,15,62,2,"Производство крахмала и крахмалопродуктов; производство сахаров и сахарных сиропов, не включенных в другие группировки"
220,1,15,7,0,"Производство готовых кормов для животных"
221,1,15,71,0,"Производство готовых кормов и их составляющих для животных, содержащихся на фермах"
222,1,15,71,1,"Производство готовых кормов (смешанных и несмешанных) для животных, содержащихся на фермах"
223,1,15,71,2,"Производство кормового микробиологического белка, премиксов, кормовых витаминов, антибиотиков, аминокислот и ферментов"
224,1,15,72,0,"Производство готовых кормов для домашних животных"
225,1,15,8,0,"Производство прочих пищевых продуктов"
226,1,15,81,0,"Производство хлеба и мучных кондитерских изделий недлительного хранения"
227,1,15,82,0,"Производство сухих хлебобулочных изделий и мучных кондитерских изделий длительного хранения"
228,1,15,83,0,"Производство сахара"
229,1,15,84,0,"Производство какао, шоколада и сахаристых кондитерских изделий"
230,1,15,84,1,"Производство какао"
231,1,15,84,2,"Производство шоколада и сахаристых кондитерских изделий"
232,1,15,85,0,"Производство макаронных изделий"
233,1,15,86,0,"Производство чая и кофе"
234,1,15,87,0,"Производство пряностей и приправ"
235,1,15,88,0,"Производство детского питания и диетических пищевых продуктов"
236,1,15,89,0,"Производство прочих пищевых продуктов, не включенных в другие группировки"
237,1,15,89,1,"Производство готовых к употреблению пищевых продуктов и заготовок для их приготовления, не включенных в другие группировки"
238,1,15,89,2,"Производство растительных соков и экстрактов, пептических веществ, растительных клеев и загустителей"
239,1,15,89,3,"Производство пищевых ферментов"
240,1,15,9,0,"Производство напитков"
241,1,15,91,0,"Производство дистиллированных алкогольных напитков"
242,1,15,92,0,"Производство этилового спирта из сброженных материалов"
243,1,15,93,0,"Производство виноградного вина"
244,1,15,94,0,"Производство сидра и прочих плодово-ягодных вин"
245,1,15,95,0,"Производство прочих недистиллированных напитков из сброженных материалов"
246,1,15,96,0,"Производство пива"
247,1,15,97,0,"Производство солода"
248,1,15,98,0,"Производство минеральных вод и других безалкогольных напитков"
249,1,15,98,1,"Производство минеральных вод"
250,1,15,98,2,"Производство безалкогольных напитков, кроме минеральных вод"
251,1,16,0,0,"Производство табачных изделий"
254,1,17,0,0,"Текстильное производство"
255,1,17,1,0,"Прядение текстильных волокон"
256,1,17,11,0,"Прядение хлопчатобумажных волокон"
257,1,17,12,0,"Кардное прядение шерстяных волокон"
258,1,17,13,0,"Гребенное прядение шерстяных волокон"
259,1,17,14,0,"Прядение льняных волокон"
260,1,17,15,0,"Изготовление натуральных шелковых, искусственных и синтетических волокон"
261,1,17,16,0,"Производство швейных ниток"
262,1,17,17,0,"Подготовка и прядение прочих текстильных волокон"
263,1,17,2,0,"Ткацкое производство"
264,1,17,21,0,"Производство хлопчатобумажных тканей"
265,1,17,22,0,"Производство шерстяных тканей из волокон кардного прядения"
266,1,17,23,0,"Производство шерстяных тканей из волокон гребенного прядения"
267,1,17,24,0,"Производство шелковых тканей"
268,1,17,25,0,"Производство прочих текстильных тканей"
269,1,17,3,0,"Отделка тканей и текстильных изделий"
270,1,17,30,0,"Отделка тканей и текстильных изделий"
271,1,17,4,0,"Производство готовых текстильных изделий, кроме одежды"
272,1,17,40,0,"Производство готовых текстильных изделий, кроме одежды"
273,1,17,5,0,"Производство прочих текстильных изделий"
274,1,17,51,0,"Производство ковров и ковровых изделий"
275,1,17,52,0,"Производство канатов, веревок, шпагата и сетей"
276,1,17,53,0,"Производство нетканых текстильных материалов и изделий из них"
277,1,17,54,0,"Производство прочих текстильных изделий, не включенных в другие группировки"
278,1,17,54,1,"Производство тюля, кружев, узких тканей, вышивок"
279,1,17,54,2,"Производство фетра и войлока"
280,1,17,54,3,"Производство текстильных изделий различного назначения, не включенных в другие группировки"
281,1,17,6,0,"Производство трикотажного полотна"
282,1,17,60,0,"Производство трикотажного полотна"
283,1,17,7,0,"Производство трикотажных изделий"
284,1,17,71,0,"Производство чулочно-носочных изделий"
285,1,17,72,0,"Производство трикотажных джемперов, жакетов, жилетов, кардиганов и аналогичных изделий"
286,1,18,0,0,"Производство одежды; выделка и крашение меха"
287,1,18,1,0,"Производство одежды из кожи"
288,1,18,10,0,"Производство одежды из кожи"
289,1,18,2,0,"Производство одежды из текстильных материалов и аксессуаров одежды"
290,1,18,21,0,"Производство спецодежды"
291,1,18,22,0,"Производство верхней одежды"
292,1,18,22,1,"Производство верхней трикотажной одежды"
293,1,18,22,2,"Производство верхней одежды из тканей для мужчин и мальчиков"
294,1,18,22,3,"Производство верхней одежды из тканей для женщин и девочек"
295,1,18,23,0,"Производство нательного белья"
296,1,18,23,1,"Производство трикотажного нательного белья"
297,1,18,23,2,"Производство нательного белья из тканей"
298,1,18,24,0,"Производство прочей одежды и аксессуаров"
299,1,18,24,1,"Производство трикотажной одежды для новорожденных детей, спортивной одежды и аксессуаров одежды"
300,1,18,24,11,"Производство трикотажной одежды и аксессуаров одежды для новорожденных детей"
301,1,18,24,12,"Производство трикотажных спортивных костюмов, лыжных костюмов, купальников и прочей трикотажной одежды"
302,1,18,24,13,"Производство трикотажных перчаток, варежек и рукавиц"
303,1,18,24,14,"Производство прочих трикотажных аксессуаров одежды, в том числе платков, шарфов, галстуков и прочих аналогичных изделий"
304,1,18,24,2,"Производство одежды для новорожденных детей, спортивной одежды и аксессуаров одежды из тканей"
305,1,18,24,21,"Производство одежды для новорожденных детей из тканей"
306,1,18,24,22,"Производство спортивной одежды из тканей"
307,1,18,24,23,"Производство аксессуаров одежды, в том числе платков, шарфов, галстуков, перчаток и прочих аналогичных изделий из тканей"
308,1,18,24,3,"Производство аксессуаров одежды из кожи; производство одежды из фетра или нетканых материалов; производство одежды из текстильных материалов с покрытием"
309,1,18,24,31,"Производство аксессуаров одежды из натуральной или композиционной кожи"
310,1,18,24,32,"Производство одежды из фетра, нетканых материалов, из текстильных материалов с пропиткой или покрытием"
311,1,18,24,4,"Производство головных уборов"
312,1,18,3,0,"Выделка и крашение меха; производство меховых изделий"
313,1,18,30,0,"Выделка и крашение меха; производство меховых изделий"
314,1,18,30,1,"Выделка и крашение меха"
315,1,18,30,2,"Производство одежды, аксессуаров и прочих изделий из меха, кроме головных уборов"
316,1,18,30,3,"Производство искусственного меха и изделий из него"
317,1,18,30,31,"Производство искусственного меха"
318,1,18,30,32,"Производство изделий из искусственного меха"
319,1,19,0,0,"Производство кожи, изделий из кожи и производство обуви"
320,1,19,1,0,"Дубление и отделка кожи"
321,1,19,10,0,"Дубление и отделка кожи"
322,1,19,2,0,"Производство чемоданов, сумок и аналогичных изделий из кожи и других материалов; производство шорно-седельных и других изделий из кожи"
323,1,19,20,0,"Производство чемоданов, сумок и аналогичных изделий из кожи и других материалов; производство шорно-седельных и других изделий из кожи"
324,1,19,3,0,"Производство обуви"
325,1,19,30,0,"Производство обуви"
326,1,20,0,0,"Обработка  древесины и производство изделий из дерева  и пробки, кроме мебели"
327,1,20,1,0,"Распиловка и строгание древесины; пропитка древесины"
328,1,20,10,0,"Распиловка и строгание древесины; пропитка древесины"
329,1,20,10,1,"Производство пиломатериалов, кроме профилированных, толщиной более 6 мм; производство непропитанных железнодорожных и трамвайных шпал из древесины"
330,1,20,10,2,"Производство пиломатериалов, профилированных по кромке или по пласти; производство древесной шерсти, древесной муки; производство технологической щепы или стружки"
331,1,20,10,3,"Производство древесины, пропитанной или обработанной консервантами или другими веществами"
332,1,20,10,9,"Предоставление услуг по пропитке древесины"
333,1,20,2,0,"Производство шпона, фанеры, плит, панелей"
334,1,20,20,0,"Производство шпона, фанеры, плит, панелей"
335,1,20,20,1,"Производство клееной фанеры, древесных плит и панелей"
336,1,20,20,2,"Производство шпона, листов для клееной фанеры и модифицированной древесины"
337,1,20,20,21,"Производство шпона и листов для клееной фанеры"
338,1,20,20,22,"Производство модифицированной древесины"
339,1,20,3,0,"Производство деревянных строительных конструкций, включая сборные деревянные строения, и столярных изделий"
340,1,20,30,0,"Производство деревянных строительных конструкций, включая сборные деревянные строения, и столярных изделий"
341,1,20,30,1,"Производство деревянных строительных конструкций и столярных изделий"
342,1,20,30,2,"Производство сборных деревянных строений"
343,1,20,4,0,"Производство деревянной тары"
344,1,20,40,0,"Производство деревянной тары"
345,1,20,5,0,"Производство прочих изделий из дерева и пробки, соломки и материалов для плетения"
346,1,20,51,0,"Производство прочих изделий из дерева"
347,1,20,51,1,"Производство деревянных инструментов, корпусов и рукояток инструментов, рукояток щеток и метелок, обувных колодок и растяжек для обуви"
348,1,20,51,2,"Производство деревянных столовых и кухонных принадлежностей"
349,1,20,51,3,"Производство деревянных статуэток и украшений из дерева, мозаики и инкрустированного дерева, шкатулок, футляров для ювелирных изделий или ножей"
350,1,20,51,4,"Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева"
351,1,20,52,0,"Производство изделий из пробки, соломки и материалов для плетения"
352,1,21,0,0,"Производство целлюлозы, древесной массы, бумаги, картона и изделий из них"
353,1,21,1,0,"Производство целлюлозы, древесной массы, бумаги и картона"
354,1,21,11,0,"Производство целлюлозы и древесной массы"
355,1,21,12,0,"Производство бумаги и картона"
356,1,21,2,0,"Производство изделий из бумаги и картона"
357,1,21,21,0,"Производство гофрированного картона, бумажной и картонной тары"
358,1,21,22,0,"Производство бумажных изделий хозяйственно-бытового и санитарно- гигиенического назначения"
359,1,21,23,0,"Производство писчебумажных изделий"
360,1,21,24,0,"Производство обоев"
361,1,21,25,0,"Производство прочих изделий из бумаги и картона"
362,1,22,0,0,"Издательская и полиграфическая деятельность,тиражирование записанных носителей информации"
363,1,22,1,0,"Издательская деятельность"
364,1,22,11,0,"Издание книг"
365,1,22,11,1,"Издание книг, брошюр, буклетов и аналогичных публикаций, в том числе для слепых"
366,1,22,11,2,"Издание карт и атласов, в том числе для слепых"
367,1,22,11,3,"Издание нот, в том числе для слепых"
368,1,22,12,0,"Издание газет"
369,1,22,13,0,"Издание журналов и периодических публикаций"
370,1,22,14,0,"Издание звукозаписей"
371,1,22,15,0,"Прочие виды издательской деятельности"
372,1,22,2,0,"Полиграфическая деятельность и предоставление услуг в этой области"
373,1,22,21,0,"Печатание газет"
374,1,22,22,0,"Полиграфическая деятельность, не включенная в другие группировки"
375,1,22,23,0,"Брошюровочно-переплетная и отделочная деятельность"
376,1,22,24,0,"Изготовление печатных форм"
377,1,22,25,0,"Прочая полиграфическая деятельность"
378,1,22,3,0,"Копирование записанных носителей информации"
379,1,22,31,0,"Копирование звукозаписей"
380,1,22,32,0,"Копирование видеозаписей"
381,1,22,33,0,"Копирование машинных носителей информации"
382,1,23,0,0,"Производство кокса, нефтепродуктов и ядерных материалов"
383,1,23,1,0,"Производство кокса"
384,1,23,10,0,"Производство кокса"
385,1,23,2,0,"Производство нефтепродуктов"
386,1,23,20,0,"Производство нефтепродуктов"
387,1,23,3,0,"Производство ядерных материалов"
388,1,23,30,0,"Производство ядерных материалов"
389,1,24,0,0,"Химическое производство"
390,1,24,1,0,"Производство основных химических веществ"
391,1,24,11,0,"Производство промышленных газов"
392,1,24,12,0,"Производство красителей и пигментов"
393,1,24,13,0,"Производство прочих основных неорганических химических веществ"
394,1,24,14,0,"Производство прочих основных органических химических веществ"
395,1,24,14,1,"Производство синтетического и гидролизного этилового спирта"
396,1,24,14,2,"Производство прочих основных органических химических веществ, не включенных в другие группировки"
397,1,24,15,0,"Производство удобрений и азотных соединений"
398,1,24,16,0,"Производство пластмасс и синтетических смол в первичных формах"
399,1,24,17,0,"Производство синтетического каучука"
